id,host_id,host_name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating
1.60E+18,42708277,Rodney,SIXTH WARD,42.65462,-73.76027,Entire rental unit,Entire home/apt,2,1,,1,$185.00,1,365,361,11,4.45
1.61E+18,114629237,Bronson,FIFTH WARD,42.66915741,-73.76762621,Entire home,Entire home/apt,6,,2,,,2,1125,0,2,3
1.61E+18,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.68169,-73.78467,Entire rental unit,Entire home/apt,2,1,1,1,$83.00,1,365,365,1,3
1.61E+18,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.68166,-73.78337,Entire rental unit,Entire home/apt,2,1,1,1,$114.00,1,21,348,1,1
1.61E+18,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.68231,-73.78321,Entire rental unit,Entire home/apt,2,1,1,1,$81.00,1,21,364,1,1
1.61E+18,349460842,Scott,TENTH WARD,42.66238268,-73.78640926,Private room in home,Private room,1,2,1,1,$71.82,28,365,276,1,5
1.61E+18,685706660,Antonio,FIRST WARD,42.63919025,-73.7753294,Entire home,Entire home/apt,6,1,2,3,$147.78,1,365,119,12,4.83
1.61E+18,19648678,Ming,SIXTH WARD,42.6521437,-73.76736432,Entire rental unit,Entire home/apt,2,1,1,1,$164.00,1,1125,343,22,4.91
1.62E+18,746227721,Idongesit,SIXTH WARD,42.65458,-73.76775,Private room in home,Private room,2,1.5,1,2,$71.00,1,365,339,5,4.8
1.62E+18,349460842,Scott,TENTH WARD,42.66113314,-73.78734172,Private room in home,Private room,1,2,1,1,$77.49,21,365,319,0,
1.62E+18,746227721,Idongesit,SIXTH WARD,42.65298117,-73.76566749,Entire home,Entire home/apt,6,1.5,3,4,$226.00,1,365,334,10,4.9
1.62E+18,433096110,Brian,FOURTEENTH WARD,42.6586448,-73.8022004,Entire home,Entire home/apt,8,1.5,3,4,$287.58,1,365,356,9,5
1.63E+18,746227721,Idongesit,SIXTH WARD,42.65389,-73.76616,Private room in home,Private room,2,1.5,1,1,$71.00,1,365,335,2,4.5
1.63E+18,746227721,Idongesit,SIXTH WARD,42.65395419,-73.76604152,Private room in home,Private room,2,1.5,1,2,$71.00,1,1125,341,5,3.8
1.63E+18,49372011,Philip,SEVENTH WARD,42.64745,-73.76968,Entire rental unit,Entire home/apt,6,2,3,3,$320.00,1,1125,353,2,4.5
1.63E+18,363028988,Roland,THIRTEENTH WARD,42.66923873,-73.79797219,Entire rental unit,Entire home/apt,6,1,3,3,$158.40,5,365,299,3,4.33
1.63E+18,484673863,Michaela,NINTH WARD,42.6549957,-73.7757215,Entire rental unit,Entire home/apt,2,1,1,1,$225.00,1,365,347,6,4.67
1.64E+18,363028988,Roland,FOURTEENTH WARD,42.66827,-73.79883,Private room in rental unit,Private room,2,1,1,1,$50.03,5,365,343,0,
1.64E+18,363028988,Roland,FOURTEENTH WARD,42.66783,-73.80053,Private room in rental unit,Private room,2,1,1,1,$46.93,5,365,310,1,5
1.64E+18,363028988,Roland,THIRTEENTH WARD,42.66919,-73.79865,Private room in rental unit,Private room,2,1,1,1,$69.40,5,365,299,3,5
1.64E+18,338394812,Yuriy,NINTH WARD,42.65427,-73.78645,Entire rental unit,Entire home/apt,4,1,2,1,$149.50,2,365,349,8,4.88
1.64E+18,705140675,CH Hotels,THIRD WARD,42.645489,-73.7502916,Room in hotel,Hotel room,4,1,1,2,$124.00,1,365,313,0,
1.64E+18,705140675,CH Hotels,THIRD WARD,42.645489,-73.7502916,Room in hotel,Hotel room,4,1,1,2,$124.00,1,365,313,0,
1.64E+18,705140675,CH Hotels,THIRD WARD,42.645489,-73.7502916,Room in hotel,Hotel room,8,2,2,4,$248.00,1,365,312,0,
1.64E+18,705140675,CH Hotels,THIRD WARD,42.645489,-73.7502916,Room in hotel,Hotel room,8,2,2,4,$248.00,1,365,312,0,
1.64E+18,705140675,CH Hotels,THIRD WARD,42.64549,-73.75029,Room in hotel,Hotel room,12,3,3,6,$372.00,1,365,312,0,
1.64E+18,705140675,CH Hotels,THIRD WARD,42.645489,-73.7502916,Room in hotel,Hotel room,12,3,3,6,$372.00,1,365,312,0,
1.64E+18,705140675,CH Hotels,THIRD WARD,42.645489,-73.7502916,Room in hotel,Hotel room,2,1,1,1,$124.00,1,365,316,0,
1.64E+18,705140675,CH Hotels,THIRD WARD,42.645489,-73.7502916,Room in hotel,Hotel room,2,1,1,1,$124.00,1,365,316,0,
1.65E+18,206292817,Eugene,SIXTH WARD,42.65384,-73.76763,Entire rental unit,Entire home/apt,5,1,2,3,$132.67,3,365,331,6,5
1.65E+18,37769478,Erion,SIXTH WARD,42.6536325,-73.7702348,Entire rental unit,Entire home/apt,2,1,1,1,$166.00,1,1125,336,6,5
1.65E+18,376559722,Zoe,NINTH WARD,42.65544,-73.77679,Entire home,Entire home/apt,5,1,3,3,$160.00,1,365,13,6,5
1.65E+18,744091135,RedAwning Vacation Rentals,TENTH WARD,42.6618,-73.7901,Entire home,Entire home/apt,8,1.5,4,5,$442.00,1,365,35,2,4
1.65E+18,206292817,Eugene,SIXTH WARD,42.65356,-73.76744,Entire rental unit,Entire home/apt,5,1,2,3,$131.67,3,365,335,5,4.8
1.66E+18,754206433,Laura,SIXTH WARD,42.65189236,-73.76530666,Entire rental unit,Entire home/apt,4,1,1,1,$125.00,1,365,315,14,4.93
1.67E+18,32379616,Fabiola,TENTH WARD,42.66007822,-73.78203277,Private room in home,Private room,1,1,4,1,$44.83,28,365,361,0,
1.67E+18,466790114,⁨Premier Stay Co.⁩,TWELFTH WARD,42.68228286,-73.78503145,Entire rental unit,Entire home/apt,2,1,1,1,$89.00,1,21,365,1,5
1.67E+18,233515764,Etem,SIXTH WARD,42.65340967,-73.76791194,Entire rental unit,Entire home/apt,2,1,1,1,$123.50,2,365,244,4,5
1.67E+18,37769478,Erion,SIXTH WARD,42.6536325,-73.7702348,Entire rental unit,Entire home/apt,2,1,1,1,$208.00,1,365,351,1,5
1.67E+18,1.67E+18,Jose,ELEVENTH WARD,42.66748,-73.77681,Private room in rental unit,Private room,1,1,1,1,$42.07,30,90,163,0,
1.68E+18,1.68E+18,Janelle,FIRST WARD,42.6378758,-73.7594293,Entire rental unit,Entire home/apt,4,1,2,2,$224.00,1,365,362,2,4.5
1.68E+18,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.68014,-73.78438,Entire rental unit,Entire home/apt,2,1,1,1,$96.00,1,21,362,3,4.33
1.68E+18,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.6814,-73.7843,Entire rental unit,Entire home/apt,2,1,1,1,$97.00,1,21,364,1,5
1.68E+18,466790114,⁨Premier Stay Co.⁩,ELEVENTH WARD,42.68033,-73.78411,Entire rental unit,Entire home/apt,2,1,1,1,$91.00,1,21,358,0,
1.68E+18,107206246,Furdowse,FOURTEENTH WARD,42.65883,-73.80162,Entire rental unit,Entire home/apt,4,1,1,2,$200.16,1,28,361,0,
1.68E+18,167102397,Nathan,SIXTH WARD,42.65293,-73.76674,Entire rental unit,Entire home/apt,3,1,2,2,$206.00,1,30,209,4,4.75
1.68E+18,512736975,Miguelino,TENTH WARD,42.66096,-73.77585,Entire rental unit,Entire home/apt,4,1,1,2,$149.00,1,365,193,0,
1.69E+18,3073250,Dan,SIXTH WARD,42.6512308,-73.7624463,Entire rental unit,Entire home/apt,2,1,1,1,$213.00,1,365,319,0,
1.70E+18,522436003,Adriana,SIXTH WARD,42.6538498,-73.77216,Private room in rental unit,Private room,1,2,1,1,$114.50,2,365,359,0,
1.70E+18,522436003,Adriana,SIXTH WARD,42.6538498,-73.77216,Private room in rental unit,Private room,1,2,2,1,$86.00,2,365,362,0,
1.70E+18,32379616,Fabiola,THIRD WARD,42.66314604,-73.76845825,Private room in rental unit,Private room,1,1,1,1,$44.75,28,365,365,0,
